Geneid,SC2,SC2yuan,SC3,SC3yuan
ENSMUSG00000114375,32,45,21,39
ENSMUSG00000114940,33,64,42,56
ENSMUSG00000096323,0,0,0,0
ENSMUSG00000114798,1,48,1,63
ENSMUSG00000095653,0,0,0,0
ENSMUSG00000114398,12,6,11,17
ENSMUSG00000094027,0,0,0,0
ENSMUSG00000063846,0,0,0,0
ENSMUSG00000095071,0,0,0,0
ENSMUSG00000094796,0,0,0,0
ENSMUSG00000078180,16,15,10,14
ENSMUSG00000095821,0,0,0,0
ENSMUSG00000090699,0,0,0,0
ENSMUSG00000112147,0,4,0,2
ENSMUSG00000112541,0,0,0,0
ENSMUSG00000112240,0,0,0,0
ENSMUSG00000092168,0,0,0,0
ENSMUSG00000110250,0,121,1,115
ENSMUSG00000112279,1,0,0,0
ENSMUSG00000112719,4,0,3,0
ENSMUSG00000079179,570,21,574,16
ENSMUSG00000020671,4158,3121,4454,3734
ENSMUSG00000097429,162,6,185,11
ENSMUSG00000020668,853,922,855,1212
ENSMUSG00000112308,0,0,0,0
ENSMUSG00000112655,0,0,0,2
ENSMUSG00000071456,187,4,207,6
ENSMUSG00000037486,2765,434,2386,522
ENSMUSG00000118499,20,27,32,54
ENSMUSG00000112105,745,22,498,20
ENSMUSG00000071454,628,38,650,40
ENSMUSG00000092286,3,0,4,0
ENSMUSG00000020661,5275,939,5046,985
ENSMUSG00000073242,19,2,12,1
ENSMUSG00000112271,0,1,0,3
ENSMUSG00000020660,11,1,17,3
ENSMUSG00000020658,149,538,154,566
ENSMUSG00000112517,2,0,0,0
ENSMUSG00000112817,0,0,0,0
ENSMUSG00000020657,533,78,476,98
ENSMUSG00000020654,88,67,81,54
ENSMUSG00000020652,494,20,475,24
ENSMUSG00000112770,7,0,3,0
ENSMUSG00000112297,14,121,27,119
ENSMUSG00000096199,72,37,80,36
ENSMUSG00000112829,0,0,0,0
ENSMUSG00000111916,1,0,0,0
ENSMUSG00000020647,944,398,1024,525
ENSMUSG00000111938,0,0,0,0
ENSMUSG00000112422,0,0,0,0
ENSMUSG00000112819,1,0,1,0
ENSMUSG00000112505,0,0,0,0
ENSMUSG00000118449,9,0,8,0
ENSMUSG00000020640,4873,615,4522,760
ENSMUSG00000111971,20,0,18,0
ENSMUSG00000091732,3,6,3,4
ENSMUSG00000079177,0,0,1,0
ENSMUSG00000050545,1,7,2,5
ENSMUSG00000087939,0,0,0,0
ENSMUSG00000119679,0,0,0,0
ENSMUSG00000020639,0,2,0,0
ENSMUSG00000091269,606,1369,551,1514
ENSMUSG00000118546,0,0,0,0
ENSMUSG00000037361,979,538,859,650
ENSMUSG00000020635,36,62,51,80
ENSMUSG00000051721,493,38,422,22
ENSMUSG00000037336,41,0,34,5
ENSMUSG00000020634,1038,166,879,147
ENSMUSG00000052812,995,506,935,607
ENSMUSG00000087780,0,0,0,0
ENSMUSG00000112723,0,0,0,0
ENSMUSG00000020627,0,651,0,849
ENSMUSG00000112020,0,0,0,0
ENSMUSG00000037735,0,2,0,9
ENSMUSG00000097977,0,8,0,3
ENSMUSG00000112559,0,0,0,0
ENSMUSG00000112404,0,0,0,0
ENSMUSG00000111898,0,0,0,0
ENSMUSG00000112591,0,0,0,0
ENSMUSG00000111967,0,0,0,15
ENSMUSG00000112454,0,0,0,0
ENSMUSG00000111975,0,1,0,1
ENSMUSG00000102096,0,0,0,0
ENSMUSG00000112754,1,19,1,11
ENSMUSG00000112323,0,3,0,0
ENSMUSG00000073233,200,89,160,119
ENSMUSG00000112615,0,0,0,0
ENSMUSG00000112465,0,0,0,0
ENSMUSG00000112006,0,0,0,0
ENSMUSG00000020609,0,0,0,0
ENSMUSG00000112694,0,0,0,0
ENSMUSG00000037669,818,63,732,67
ENSMUSG00000112441,5,0,8,0
ENSMUSG00000037660,3,0,10,0
ENSMUSG00000020605,584,115,636,140
ENSMUSG00000111889,6,0,3,0
ENSMUSG00000112452,0,0,0,0
ENSMUSG00000112664,0,0,0,0
ENSMUSG00000112657,0,2,0,0
ENSMUSG00000054364,251,10903,252,13136
ENSMUSG00000112276,1,1,0,0
ENSMUSG00000119704,0,0,0,0
ENSMUSG00000020600,0,0,0,0
ENSMUSG00000020594,4886,2278,4419,2677
ENSMUSG00000096940,1,1,4,0
ENSMUSG00000020592,1336,278,1443,377
ENSMUSG00000042976,0,0,0,0
ENSMUSG00000112891,8,0,3,1
ENSMUSG00000020585,2689,4679,2777,6446
ENSMUSG00000020583,40,0,40,0
ENSMUSG00000066643,710,205,644,310
ENSMUSG00000066637,298,36,254,37
ENSMUSG00000113913,0,0,0,0
ENSMUSG00000060647,217,54,199,47
ENSMUSG00000111989,0,0,0,0
ENSMUSG00000114000,0,0,0,0
ENSMUSG00000112496,0,0,0,0
ENSMUSG00000099360,0,0,0,0
ENSMUSG00000048387,0,11,0,20
ENSMUSG00000077259,0,0,0,0
ENSMUSG00000112043,0,0,0,0
ENSMUSG00000112787,0,0,0,0
ENSMUSG00000088337,0,0,0,0
ENSMUSG00000111942,1840,239,1799,287
ENSMUSG00000111925,0,0,0,0
ENSMUSG00000112783,0,0,0,0
ENSMUSG00000111917,0,0,0,0
ENSMUSG00000112377,0,0,0,0
ENSMUSG00000020622,0,0,0,0
ENSMUSG00000020621,171,39,221,59
ENSMUSG00000112792,0,0,0,0
ENSMUSG00000112127,0,0,0,0
ENSMUSG00000112515,232,29,230,36
ENSMUSG00000066632,898,118,954,110
ENSMUSG00000111928,0,0,0,0
ENSMUSG00000113620,0,0,0,0
ENSMUSG00000043673,0,0,0,0
ENSMUSG00000112298,0,27,0,9
ENSMUSG00000112041,0,0,0,0
ENSMUSG00000047002,0,0,1,0
ENSMUSG00000103287,0,0,0,0
ENSMUSG00000051235,867,51,677,60
ENSMUSG00000020608,2269,765,1954,892
ENSMUSG00000098879,0,0,0,0
ENSMUSG00000054459,1,0,0,2
ENSMUSG00000097841,0,0,0,0
ENSMUSG00000086022,0,0,0,0
ENSMUSG00000113787,0,0,0,0
ENSMUSG00000113226,0,0,0,0
ENSMUSG00000111974,0,36,0,44
ENSMUSG00000112788,0,0,0,0
ENSMUSG00000112158,0,0,0,0
ENSMUSG00000112413,0,9,3,10
ENSMUSG00000113013,0,0,0,0
ENSMUSG00000113330,0,0,0,0
ENSMUSG00000113275,12,98,16,110
ENSMUSG00000077204,0,0,0,0
ENSMUSG00000078377,194,95,272,129
ENSMUSG00000020589,2126,336,2133,531
ENSMUSG00000114136,2,2,2,4
ENSMUSG00000118614,0,0,0,0
ENSMUSG00000119089,0,0,0,0
ENSMUSG00000113009,0,0,0,0
ENSMUSG00000091430,0,0,0,0
ENSMUSG00000113363,0,0,0,0
ENSMUSG00000097627,0,0,0,0
ENSMUSG00000113465,0,0,0,0
ENSMUSG00000066629,77,17,49,15
ENSMUSG00000037169,35518,1313,36713,1420
ENSMUSG00000113953,0,0,0,0
ENSMUSG00000113220,0,0,0,0
ENSMUSG00000113928,0,0,0,0
ENSMUSG00000112988,0,0,0,0
ENSMUSG00000113284,0,0,0,0
ENSMUSG00000113937,0,1,0,2
ENSMUSG00000064717,0,0,0,0
ENSMUSG00000037149,3741,2055,3592,2719
ENSMUSG00000020576,1202,1864,1098,2418
ENSMUSG00000113476,0,0,0,0
ENSMUSG00000113188,264,177,287,198
ENSMUSG00000071414,1759,96,1180,109
ENSMUSG00000113058,1,0,0,0
ENSMUSG00000119538,1,0,0,0
ENSMUSG00000119368,1,2,0,0
ENSMUSG00000113666,0,0,1,0
ENSMUSG00000113283,0,0,0,0
ENSMUSG00000097973,0,44,0,65
ENSMUSG00000113855,0,11,0,14
ENSMUSG00000113863,0,49,0,62
ENSMUSG00000113397,0,24,0,30
ENSMUSG00000113522,0,0,0,0
ENSMUSG00000114026,0,0,0,0
ENSMUSG00000113167,0,0,0,0
ENSMUSG00000020607,0,12,0,17
ENSMUSG00000113336,0,0,0,0
ENSMUSG00000113961,0,0,0,0
ENSMUSG00000050974,0,11,1,3
ENSMUSG00000119624,0,0,0,0
ENSMUSG00000113663,0,0,0,0
ENSMUSG00000064386,0,0,0,0
ENSMUSG00000114066,3,51,3,45
ENSMUSG00000113644,0,0,0,1
ENSMUSG00000113285,0,8,0,3
ENSMUSG00000114124,0,8,0,16
ENSMUSG00000113734,0,0,0,0
ENSMUSG00000113069,0,0,0,0
ENSMUSG00000113339,0,0,0,0
ENSMUSG00000098158,0,2,0,0
ENSMUSG00000020601,0,54,0,63
ENSMUSG00000098480,0,0,0,0
ENSMUSG00000097580,0,0,0,0
ENSMUSG00000113629,0,0,0,0
ENSMUSG00000113222,0,0,0,0
ENSMUSG00000113739,0,0,0,0
ENSMUSG00000113930,0,0,0,0
ENSMUSG00000113142,0,0,0,0
ENSMUSG00000113735,0,0,0,0
ENSMUSG00000113975,0,0,0,0
ENSMUSG00000113586,0,0,0,0
ENSMUSG00000113892,0,0,0,0
ENSMUSG00000020593,1023,87,1212,155
ENSMUSG00000020591,0,0,0,0
ENSMUSG00000036523,28,30,30,19
ENSMUSG00000114049,0,0,0,0
ENSMUSG00000113897,0,0,0,0
ENSMUSG00000057469,1229,246,1180,312
ENSMUSG00000114018,0,0,0,0
ENSMUSG00000020580,3579,2375,3519,3204
ENSMUSG00000113202,0,1,0,1
ENSMUSG00000064620,0,0,0,1
ENSMUSG00000045679,1386,168,1364,269
ENSMUSG00000071398,4,4,6,6
ENSMUSG00000113447,0,0,0,0
ENSMUSG00000051726,0,0,0,0
ENSMUSG00000113368,8,7,11,10
ENSMUSG00000020571,10914,4250,10640,5351
ENSMUSG00000020566,0,11,4,14
ENSMUSG00000114024,4,2,2,1
ENSMUSG00000061458,1385,315,1391,373
ENSMUSG00000093037,0,0,0,0
ENSMUSG00000113246,3,0,0,0
ENSMUSG00000011179,20306,707,19246,677
ENSMUSG00000064427,71,0,65,3
ENSMUSG00000113093,3,0,6,0
ENSMUSG00000113131,6,0,3,0
ENSMUSG00000114062,3,0,2,0
ENSMUSG00000071379,1311,100,1485,109
ENSMUSG00000113294,36,7,43,12
ENSMUSG00000113612,0,0,0,0
ENSMUSG00000113642,7,0,4,0
ENSMUSG00000114025,12,0,18,1
ENSMUSG00000067356,19,0,14,0
ENSMUSG00000113536,47,4,36,17
ENSMUSG00000113556,0,0,0,0
ENSMUSG00000113234,0,3,0,1
ENSMUSG00000114040,0,0,0,0
ENSMUSG00000113197,0,0,0,0
ENSMUSG00000113416,0,0,0,0
ENSMUSG00000113048,0,0,0,0
ENSMUSG00000113199,0,0,0,0
ENSMUSG00000113155,0,0,0,0
ENSMUSG00000113360,0,1,0,0
ENSMUSG00000073198,428,142,427,192
ENSMUSG00000113736,2,0,0,0
ENSMUSG00000113956,0,0,0,0
ENSMUSG00000112994,2,4,1,1
ENSMUSG00000113592,0,0,0,0
ENSMUSG00000113132,2,14,0,11
ENSMUSG00000113402,0,1,0,0
ENSMUSG00000113436,0,2,0,1
ENSMUSG00000073197,0,0,0,3
ENSMUSG00000113604,0,0,0,2
ENSMUSG00000113724,0,0,0,0
ENSMUSG00000113541,0,0,0,0
ENSMUSG00000116815,0,2,0,1
ENSMUSG00000113768,0,0,0,0
ENSMUSG00000113705,0,0,0,0
ENSMUSG00000113377,0,0,0,0
ENSMUSG00000113646,0,0,1,0
ENSMUSG00000113778,0,0,0,0
ENSMUSG00000112970,0,0,0,0
ENSMUSG00000113857,0,0,0,0
ENSMUSG00000116744,0,0,0,0
ENSMUSG00000113809,0,0,0,0
ENSMUSG00000113040,0,0,0,4
ENSMUSG00000113307,0,0,0,0
ENSMUSG00000114188,0,0,0,0
ENSMUSG00000113992,0,1,0,0
ENSMUSG00000114156,0,0,0,0
ENSMUSG00000113205,0,0,0,0
ENSMUSG00000113110,0,0,0,0
ENSMUSG00000113570,0,0,0,0
ENSMUSG00000073184,0,1,0,2
ENSMUSG00000113408,0,0,0,0
ENSMUSG00000113959,0,0,0,0
ENSMUSG00000113814,0,0,0,0
ENSMUSG00000112961,0,0,0,0
ENSMUSG00000093908,0,0,0,6
ENSMUSG00000116705,0,0,0,0
ENSMUSG00000116775,0,0,0,0
ENSMUSG00000059229,0,0,0,0
ENSMUSG00000114140,0,0,0,0
ENSMUSG00000114158,0,0,0,0
ENSMUSG00000113300,0,0,1,0
ENSMUSG00000114043,0,12,0,7
ENSMUSG00000113957,0,0,0,0
ENSMUSG00000113714,0,0,0,1
ENSMUSG00000114164,0,0,0,0
ENSMUSG00000114002,0,0,0,0
ENSMUSG00000114173,0,0,0,0
ENSMUSG00000114096,0,0,0,0
ENSMUSG00000113332,0,0,3,0
ENSMUSG00000113411,0,0,0,0
ENSMUSG00000113077,0,0,0,0
ENSMUSG00000113122,0,2,0,0
ENSMUSG00000095470,0,0,0,0
ENSMUSG00000112956,0,0,0,0
ENSMUSG00000113287,0,4,0,4
ENSMUSG00000114100,0,0,0,0
ENSMUSG00000113901,0,0,0,0
ENSMUSG00000113039,0,0,0,0
ENSMUSG00000113439,0,0,0,0
ENSMUSG00000116736,0,0,0,0
ENSMUSG00000113964,0,0,0,0
ENSMUSG00000113443,0,0,0,0
ENSMUSG00000114041,0,0,0,0
ENSMUSG00000116774,0,0,0,2
ENSMUSG00000116558,0,0,0,0
ENSMUSG00000116715,0,0,0,0
ENSMUSG00000112951,0,0,0,0
ENSMUSG00000113749,124,70,129,73
ENSMUSG00000116606,0,0,0,0
ENSMUSG00000116537,0,0,0,0
ENSMUSG00000113026,0,0,0,0
ENSMUSG00000113820,0,5,0,9
ENSMUSG00000113293,0,0,0,0
ENSMUSG00000113157,0,0,0,0
ENSMUSG00000114129,0,0,0,0
ENSMUSG00000116883,0,1,0,0
ENSMUSG00000116635,0,0,0,0
ENSMUSG00000099759,1,0,0,0
ENSMUSG00000101813,0,0,0,0
ENSMUSG00000091071,0,0,0,0
ENSMUSG00000085642,0,1,0,3
ENSMUSG00000069755,0,0,0,2
ENSMUSG00000073179,0,0,0,0
ENSMUSG00000052632,28,2210,25,2815
ENSMUSG00000116627,0,0,0,0
ENSMUSG00000090370,0,0,0,0
ENSMUSG00000092229,0,1,0,2
ENSMUSG00000062352,754,302,737,413
ENSMUSG00000092373,0,2,0,0
ENSMUSG00000054309,3080,863,2989,1018
ENSMUSG00000070166,0,0,1,2
ENSMUSG00000062054,462,111,486,117
ENSMUSG00000052593,4905,991,4601,1320
ENSMUSG00000088997,2,2,4,0
ENSMUSG00000116819,12,1,7,1
ENSMUSG00000076432,436,1530,397,1752
ENSMUSG00000097055,4,0,12,0
ENSMUSG00000109975,42,9,60,8
ENSMUSG00000113498,1,0,0,4
ENSMUSG00000091105,116,33,75,36
ENSMUSG00000093846,0,0,0,0
ENSMUSG00000113638,0,4,0,0
ENSMUSG00000092597,0,0,0,0
ENSMUSG00000095344,0,0,0,0
ENSMUSG00000113659,0,0,0,0
ENSMUSG00000113344,0,0,0,0
ENSMUSG00000114006,0,0,0,0
ENSMUSG00000113356,0,0,0,1
ENSMUSG00000113242,0,590,2,834
ENSMUSG00000113506,0,0,0,0
ENSMUSG00000113123,0,3,0,10
ENSMUSG00000113915,0,0,0,0
ENSMUSG00000113958,0,0,0,0
ENSMUSG00000095261,0,0,0,0
ENSMUSG00000112993,0,0,0,0
ENSMUSG00000114107,0,0,1,1
ENSMUSG00000113296,0,0,0,0
ENSMUSG00000114008,0,0,0,0
ENSMUSG00000113413,1,8,0,3
ENSMUSG00000113569,0,1,0,0
ENSMUSG00000113574,0,0,0,0
ENSMUSG00000114139,0,0,0,0
ENSMUSG00000114119,0,0,0,0
ENSMUSG00000113060,0,0,0,0
ENSMUSG00000113876,0,0,0,0
ENSMUSG00000113797,0,0,0,0
ENSMUSG00000113670,0,0,0,0
ENSMUSG00000073164,0,2,0,1
ENSMUSG00000113289,0,0,0,0
ENSMUSG00000113552,0,0,0,0
ENSMUSG00000112996,0,0,0,0
ENSMUSG00000113751,0,0,0,0
ENSMUSG00000113174,0,0,1,0
ENSMUSG00000113085,0,0,0,0
ENSMUSG00000113579,0,0,0,0
ENSMUSG00000113798,0,0,0,0
ENSMUSG00000113762,0,0,0,0
ENSMUSG00000092465,0,0,0,1
ENSMUSG00000092472,0,0,0,0
ENSMUSG00000096701,0,0,0,0
ENSMUSG00000113532,0,0,0,0
ENSMUSG00000113824,0,0,0,0
ENSMUSG00000113451,0,0,0,0
ENSMUSG00000096618,0,3,0,1
ENSMUSG00000113487,0,0,0,0
ENSMUSG00000095564,0,0,0,0
ENSMUSG00000112997,0,0,0,0
ENSMUSG00000113719,0,0,0,0
ENSMUSG00000114144,0,0,0,0
ENSMUSG00000071362,0,0,0,0
ENSMUSG00000113691,0,0,1,0
ENSMUSG00000113407,0,0,0,0
ENSMUSG00000113160,0,0,0,0
ENSMUSG00000113873,0,0,0,1
ENSMUSG00000113606,212,202,256,223
ENSMUSG00000114151,0,0,0,0
ENSMUSG00000112958,0,0,0,0
ENSMUSG00000114022,0,0,0,0
ENSMUSG00000113607,0,0,0,0
ENSMUSG00000112987,0,0,0,0
ENSMUSG00000073158,0,0,0,0
ENSMUSG00000113632,0,0,0,0
ENSMUSG00000112975,0,0,0,0
ENSMUSG00000114120,0,0,0,0
ENSMUSG00000113417,0,0,0,0
ENSMUSG00000113403,3,3,4,9
ENSMUSG00000057160,34,170,37,300
ENSMUSG00000059669,427,35,421,60
ENSMUSG00000113692,0,0,0,0
ENSMUSG00000020656,89,3,73,18
ENSMUSG00000066553,814,207,802,276
ENSMUSG00000020653,515,181,551,223
ENSMUSG00000062563,1,5,1,0
ENSMUSG00000020649,4240,362,3416,379
ENSMUSG00000113062,0,0,0,1
ENSMUSG00000114076,0,0,0,0
ENSMUSG00000113018,0,0,0,0
ENSMUSG00000089203,0,0,0,0
ENSMUSG00000114084,0,0,0,0
ENSMUSG00000113621,0,1,0,2
ENSMUSG00000020646,0,266,0,358
ENSMUSG00000113774,0,0,4,0
ENSMUSG00000036333,3057,1262,3059,1739
ENSMUSG00000114148,0,0,0,0
ENSMUSG00000020644,247,81,250,71
ENSMUSG00000112937,0,0,0,0
ENSMUSG00000113587,0,0,0,0
ENSMUSG00000114033,1,0,0,0
ENSMUSG00000113745,0,15,0,29
ENSMUSG00000114105,0,0,0,0
ENSMUSG00000113669,0,0,0,0
ENSMUSG00000114111,0,0,0,0
ENSMUSG00000113827,0,0,0,0
ENSMUSG00000113550,0,0,0,0
ENSMUSG00000113611,0,206,0,263
ENSMUSG00000113115,0,0,0,0
ENSMUSG00000113813,0,0,0,0
ENSMUSG00000020642,1,17,7,10
ENSMUSG00000114048,0,0,0,0
ENSMUSG00000098771,0,0,0,0
ENSMUSG00000113033,0,0,0,0
ENSMUSG00000020641,651,29,657,11
ENSMUSG00000020638,427,7,338,11
ENSMUSG00000113059,1,32,2,19
ENSMUSG00000113628,0,0,0,0
ENSMUSG00000113524,0,0,0,0
ENSMUSG00000113218,0,0,0,0
ENSMUSG00000094002,0,0,0,0
ENSMUSG00000114083,0,0,0,0
ENSMUSG00000063632,0,112,0,117
ENSMUSG00000113421,0,0,0,0
ENSMUSG00000077344,0,0,0,0
ENSMUSG00000113616,0,0,0,0
ENSMUSG00000113967,0,0,0,0
ENSMUSG00000113235,0,0,0,0
ENSMUSG00000113939,0,0,0,0
ENSMUSG00000118901,0,0,0,0
ENSMUSG00000020633,0,0,0,0
ENSMUSG00000113116,0,0,0,0
ENSMUSG00000020636,0,0,0,0
ENSMUSG00000036655,0,55,1,80
ENSMUSG00000061477,156,258,139,307
ENSMUSG00000020630,440,112,423,129
ENSMUSG00000020629,1070,98,1099,125
ENSMUSG00000098579,0,0,0,0
ENSMUSG00000020628,1087,288,1145,415
ENSMUSG00000036613,618,256,665,301
ENSMUSG00000114081,0,0,1,0
ENSMUSG00000113886,0,0,0,0
ENSMUSG00000113325,1,0,0,0
ENSMUSG00000113387,0,0,0,0
ENSMUSG00000113544,0,0,0,0
ENSMUSG00000113986,0,0,0,0
ENSMUSG00000112776,0,0,0,0
ENSMUSG00000112390,0,0,0,0
ENSMUSG00000061911,0,0,0,0
ENSMUSG00000112663,0,0,0,0
ENSMUSG00000020674,759,23089,765,27966
ENSMUSG00000020673,0,0,0,0
ENSMUSG00000085472,0,0,0,0
ENSMUSG00000020672,0,3,0,2
ENSMUSG00000102098,0,0,0,0
ENSMUSG00000100674,0,0,0,0
ENSMUSG00000112665,0,3,0,4
ENSMUSG00000043061,519,36,451,34
ENSMUSG00000054204,0,0,0,0
ENSMUSG00000044573,72,77,78,61
ENSMUSG00000020669,23,33,23,31
ENSMUSG00000112546,125,427,173,454
ENSMUSG00000112890,0,0,0,0
ENSMUSG00000077292,0,0,0,0
ENSMUSG00000036136,0,1,0,0
ENSMUSG00000112876,0,0,0,0
ENSMUSG00000112799,0,0,0,2
ENSMUSG00000095953,0,0,0,0
ENSMUSG00000111944,0,0,0,0
ENSMUSG00000112518,0,0,0,0
ENSMUSG00000112187,0,0,0,0
ENSMUSG00000112567,2,12,3,6
ENSMUSG00000065200,0,0,0,2
ENSMUSG00000002900,1,3225,0,4075
ENSMUSG00000020664,2889,630,2807,869
ENSMUSG00000001225,0,2,0,1
ENSMUSG00000091040,0,59,0,79
ENSMUSG00000020659,415,91,366,147
ENSMUSG00000099851,0,0,0,0
ENSMUSG00000101007,2,0,3,0
ENSMUSG00000020651,0,0,0,1
ENSMUSG00000112718,0,0,0,0
ENSMUSG00000020650,1835,227,1849,294
ENSMUSG00000020648,302,11,297,35
ENSMUSG00000035933,1224,235,1122,229
ENSMUSG00000044067,3,0,0,0
ENSMUSG00000112033,0,0,0,0
ENSMUSG00000112779,1,0,0,0
ENSMUSG00000111987,6,0,4,0
ENSMUSG00000088242,0,0,1,0
ENSMUSG00000002996,684,749,706,1015
ENSMUSG00000002997,1563,58,1396,82
ENSMUSG00000112569,0,0,0,0
ENSMUSG00000112071,0,0,0,0
ENSMUSG00000020573,2194,88,1980,75
ENSMUSG00000111893,0,0,0,0
ENSMUSG00000112578,0,0,0,0
ENSMUSG00000090946,516,302,558,402
ENSMUSG00000112865,0,0,0,0
ENSMUSG00000112171,0,6,0,1
ENSMUSG00000112617,0,0,0,0
ENSMUSG00000112218,49,85,34,133
ENSMUSG00000020572,2548,293,2472,390
ENSMUSG00000112166,0,0,0,0
ENSMUSG00000097494,9,2,17,1
ENSMUSG00000112124,1,0,4,0
ENSMUSG00000112916,1,0,1,0
ENSMUSG00000112887,0,0,0,0
ENSMUSG00000020570,2093,918,1854,1206
ENSMUSG00000089136,0,0,0,0
ENSMUSG00000035860,12,2,12,0
ENSMUSG00000052125,851,16,835,15
ENSMUSG00000084979,33,0,29,0
ENSMUSG00000020564,1532,261,1459,260
ENSMUSG00000079143,2,0,3,0
ENSMUSG00000085664,13,0,7,0
ENSMUSG00000020562,0,0,0,0
ENSMUSG00000112094,0,0,0,0
ENSMUSG00000020561,1056,114,1028,135
ENSMUSG00000119573,0,0,0,0
ENSMUSG00000112076,0,0,0,0
ENSMUSG00000114064,0,1,0,2
ENSMUSG00000114082,0,0,0,0
ENSMUSG00000046518,0,0,0,0
ENSMUSG00000035799,0,52,0,30
ENSMUSG00000004698,892,36,926,62
ENSMUSG00000113756,2,7,0,7
ENSMUSG00000113386,0,0,0,0
ENSMUSG00000052376,0,0,0,0
ENSMUSG00000077264,0,0,0,0
ENSMUSG00000092305,2,0,3,0
ENSMUSG00000020590,815,628,811,780
ENSMUSG00000113792,7,0,3,0
ENSMUSG00000113571,4,0,2,2
ENSMUSG00000076253,0,0,0,0
ENSMUSG00000119582,0,0,0,0
ENSMUSG00000019256,0,39,0,22
ENSMUSG00000113741,0,0,0,0
ENSMUSG00000113580,0,0,0,0
ENSMUSG00000113548,0,0,0,0
ENSMUSG00000113985,0,0,0,0
ENSMUSG00000113833,0,0,0,0
ENSMUSG00000114058,0,0,0,0
ENSMUSG00000114167,4,1221,3,1451
ENSMUSG00000114090,0,3,0,1
ENSMUSG00000036231,0,0,0,0
ENSMUSG00000020581,0,0,0,0
ENSMUSG00000020577,559,81,613,103
ENSMUSG00000059301,22,40,11,81
ENSMUSG00000020547,4363,974,4142,1051
ENSMUSG00000113732,8,0,0,0
ENSMUSG00000113349,2,3,6,0
ENSMUSG00000036188,502,149,498,259
ENSMUSG00000113511,7,0,8,0
ENSMUSG00000020545,0,0,0,0
ENSMUSG00000113832,0,0,0,0
ENSMUSG00000036169,0,17,0,29
ENSMUSG00000114141,0,0,0,0
ENSMUSG00000118831,0,0,0,0
ENSMUSG00000088906,0,0,0,0
ENSMUSG00000091007,0,0,0,0
ENSMUSG00000043153,3,67,2,83
ENSMUSG00000114135,5,483,4,612
ENSMUSG00000092998,0,0,0,0
ENSMUSG00000113064,0,0,0,0
ENSMUSG00000113507,0,0,0,0
ENSMUSG00000112974,0,0,0,0
ENSMUSG00000114052,0,0,0,0
ENSMUSG00000113764,0,0,0,0
ENSMUSG00000101067,0,0,0,0
ENSMUSG00000036144,0,7,0,7
ENSMUSG00000050103,866,41,706,58
ENSMUSG00000113005,4,0,0,0
ENSMUSG00000114007,2,0,2,0
ENSMUSG00000036095,0,0,0,0
ENSMUSG00000113154,0,0,0,0
ENSMUSG00000113608,0,0,0,0
ENSMUSG00000113941,0,0,0,0
ENSMUSG00000113248,0,2,0,8
ENSMUSG00000112967,0,0,0,0
ENSMUSG00000113968,0,0,0,0
ENSMUSG00000113520,10,0,3,0
ENSMUSG00000004151,1046,11,1014,19
ENSMUSG00000113229,0,0,0,0
ENSMUSG00000113933,3,0,1,0
ENSMUSG00000113108,0,0,0,0
ENSMUSG00000113092,0,0,0,0
ENSMUSG00000113266,0,0,0,1
ENSMUSG00000113272,0,0,0,0
ENSMUSG00000113896,0,0,0,0
ENSMUSG00000114079,0,0,0,0
ENSMUSG00000077700,0,0,0,0
ENSMUSG00000113343,0,0,0,0
ENSMUSG00000113384,0,0,0,0
ENSMUSG00000077269,0,0,0,0
ENSMUSG00000113277,0,0,0,0
ENSMUSG00000113761,0,0,0,0
ENSMUSG00000113874,0,0,0,0
ENSMUSG00000114147,247,57,219,81
ENSMUSG00000047446,143,30,142,34
ENSMUSG00000086315,0,0,0,0
ENSMUSG00000002565,0,3,0,2
ENSMUSG00000071342,0,0,0,0
ENSMUSG00000090387,2,0,0,0
ENSMUSG00000001627,1577,493,1637,611
ENSMUSG00000090582,78,2,103,2
ENSMUSG00000089371,0,0,1,2
ENSMUSG00000035983,8,1,8,0
ENSMUSG00000113181,0,0,2,0
ENSMUSG00000055917,676,88,729,116
ENSMUSG00000035954,691,116,757,177
ENSMUSG00000113435,0,0,0,1
ENSMUSG00000113510,2,19,2,7
ENSMUSG00000113337,0,0,0,0
ENSMUSG00000114166,0,0,0,1
ENSMUSG00000114130,0,0,0,0
ENSMUSG00000056899,78,14,82,10
ENSMUSG00000113994,0,0,0,0
ENSMUSG00000113086,0,0,0,0
ENSMUSG00000119635,0,0,0,0
ENSMUSG00000113454,1,0,1,0
ENSMUSG00000113516,0,0,0,0
ENSMUSG00000036295,0,0,1,2
ENSMUSG00000113766,0,0,0,0
ENSMUSG00000113438,0,0,0,0
ENSMUSG00000113105,0,0,0,0
ENSMUSG00000113370,2,0,0,0
ENSMUSG00000113979,0,0,0,0
ENSMUSG00000113420,1,0,0,0
ENSMUSG00000113989,0,0,0,0
ENSMUSG00000112898,0,0,0,0
ENSMUSG00000112407,0,0,0,0
ENSMUSG00000112904,0,0,0,0
ENSMUSG00000065004,0,0,0,0
ENSMUSG00000112844,0,0,0,0
ENSMUSG00000112258,0,0,0,0
ENSMUSG00000118947,0,0,0,0
ENSMUSG00000111960,4,0,4,0
ENSMUSG00000112038,0,0,0,0
ENSMUSG00000111920,1,32,1,11
ENSMUSG00000014905,286,163,259,200
ENSMUSG00000093618,0,0,0,0
