Geneid,RAW1,RAW1yuan,RAW2,RAW2yuan,RAW3,RAW3yuan
ENSMUSG00000020900,78,50,71,76,62,72
ENSMUSG00000018736,840,705,809,706,816,722
ENSMUSG00000046490,4,1,1,0,2,0
ENSMUSG00000060938,88,65,65,75,58,95
ENSMUSG00000119488,0,0,1,0,0,0
ENSMUSG00000032921,0,0,0,0,0,0
ENSMUSG00000052921,1,0,8,0,3,0
ENSMUSG00000018740,26,20,23,9,26,13
ENSMUSG00000032892,0,0,1,0,1,1
ENSMUSG00000020899,2551,4152,2034,3996,2389,4399
ENSMUSG00000092727,0,0,0,0,0,0
ENSMUSG00000119033,2,2,0,3,0,3
ENSMUSG00000020898,1142,1050,1189,937,1144,1036
ENSMUSG00000020897,1645,2052,1481,1869,1510,2035
ENSMUSG00000072809,1,5,3,4,1,4
ENSMUSG00000045176,188,90,181,86,192,122
ENSMUSG00000020895,105,155,135,140,125,145
ENSMUSG00000064899,0,0,0,0,0,1
ENSMUSG00000084069,0,0,0,0,0,0
ENSMUSG00000020894,365,327,309,313,352,327
ENSMUSG00000020893,1196,933,1212,849,1165,943
ENSMUSG00000097386,2,0,2,0,6,0
ENSMUSG00000023781,12,0,7,2,4,1
ENSMUSG00000020892,24,5,31,12,28,7
ENSMUSG00000032807,0,0,0,0,4,0
ENSMUSG00000020891,0,0,2,0,1,0
ENSMUSG00000020890,0,0,0,1,0,0
ENSMUSG00000089438,0,0,0,0,0,0
ENSMUSG00000087003,0,0,0,1,0,2
ENSMUSG00000032782,305,458,320,411,346,425
ENSMUSG00000049299,407,308,495,349,482,362
ENSMUSG00000018470,35,4,44,3,36,2
ENSMUSG00000086900,0,0,0,0,0,0
ENSMUSG00000043419,73,83,75,74,90,70
ENSMUSG00000018474,1774,2086,1833,1918,1933,2077
ENSMUSG00000087881,1,0,0,1,1,1
ENSMUSG00000044795,177,165,139,145,134,161
ENSMUSG00000059278,224,329,293,329,223,333
ENSMUSG00000045377,1,1,2,4,0,3
ENSMUSG00000018476,1109,547,1161,511,1065,525
ENSMUSG00000085178,4,3,7,1,0,1
ENSMUSG00000005237,2,0,7,3,2,2
ENSMUSG00000086591,0,1,0,1,0,1
ENSMUSG00000003934,24,26,12,26,18,19
ENSMUSG00000041346,275,327,240,308,246,355
ENSMUSG00000059552,3038,3864,2650,3852,2982,4142
ENSMUSG00000041329,16,1,22,2,11,3
ENSMUSG00000005202,3,0,3,0,0,1
ENSMUSG00000069835,50,15,62,15,62,24
ENSMUSG00000083485,0,0,0,0,1,0
ENSMUSG00000083300,0,0,0,0,0,0
ENSMUSG00000018765,2307,2713,2097,2515,2235,2779
ENSMUSG00000080573,0,1,7,4,2,3
ENSMUSG00000041287,3,4,5,8,2,4
ENSMUSG00000018761,433,624,367,680,400,685
ENSMUSG00000088752,1,0,1,2,1,1
ENSMUSG00000018774,6001,6949,5652,6626,5427,7176
ENSMUSG00000059796,2454,2765,2366,2778,2341,2983
ENSMUSG00000065862,0,0,0,0,0,0
ENSMUSG00000089542,32,24,27,26,18,12
ENSMUSG00000119662,0,0,0,0,0,0
ENSMUSG00000005204,2754,3415,2419,3369,2785,3722
ENSMUSG00000085890,4,2,4,1,3,1
ENSMUSG00000018752,12,1,16,0,2,4
ENSMUSG00000089669,6,4,6,0,11,3
ENSMUSG00000097328,28,4,25,12,23,15
ENSMUSG00000081333,0,0,0,0,1,0
ENSMUSG00000005198,5140,6758,5016,5993,5299,6592
ENSMUSG00000018776,13,0,17,0,10,4
ENSMUSG00000018750,1348,596,1548,497,1398,564
ENSMUSG00000041189,116,35,91,43,115,43
ENSMUSG00000042826,1503,576,1554,527,1730,615
ENSMUSG00000089876,100,76,77,70,70,93
ENSMUSG00000109737,6,1,1,1,0,3
ENSMUSG00000044084,1,0,1,1,2,0
ENSMUSG00000041165,0,0,0,0,0,0
ENSMUSG00000051790,459,157,517,142,407,126
ENSMUSG00000070394,293,230,366,244,401,234
ENSMUSG00000019461,1140,481,1261,493,1073,500
ENSMUSG00000001583,5,1,18,3,6,5
ENSMUSG00000094845,26,3,23,0,25,3
ENSMUSG00000046731,399,50,524,88,481,79
ENSMUSG00000001588,1194,174,1652,157,1378,180
ENSMUSG00000104996,3,0,2,0,8,0
ENSMUSG00000018570,16,4,20,0,15,4
ENSMUSG00000047284,1511,1541,1364,1407,1514,1505
ENSMUSG00000023170,474,597,376,593,405,572
ENSMUSG00000078812,18305,27265,16863,27473,17669,29316
ENSMUSG00000018554,5,0,3,1,0,0
ENSMUSG00000018566,31,1,38,4,53,8
ENSMUSG00000084251,0,0,0,0,0,0
ENSMUSG00000018569,3,4,1,2,1,2
ENSMUSG00000018565,577,724,566,684,595,805
ENSMUSG00000018559,1225,1745,1119,1666,1143,1795
ENSMUSG00000018567,2081,1690,2272,1741,2118,1900
ENSMUSG00000018572,943,1019,854,957,1014,1057
ENSMUSG00000020888,363,498,281,409,321,553
ENSMUSG00000018574,666,608,736,536,796,577
ENSMUSG00000065534,0,0,0,0,0,0
ENSMUSG00000020886,644,418,706,385,617,367
ENSMUSG00000020884,0,0,1,0,1,0
ENSMUSG00000040963,0,0,0,0,0,1
ENSMUSG00000081515,0,0,0,0,0,0
ENSMUSG00000040950,4,0,1,0,1,0
ENSMUSG00000000318,67,7,78,4,48,9
ENSMUSG00000040938,23,25,15,43,25,32
ENSMUSG00000044367,222,341,282,323,272,358
ENSMUSG00000000317,82,31,95,30,87,36
ENSMUSG00000070109,0,0,0,0,0,0
ENSMUSG00000105220,0,0,0,0,0,0
ENSMUSG00000065411,0,0,1,0,0,1
ENSMUSG00000040904,5,6,2,5,6,5
ENSMUSG00000020831,4,15,9,10,14,18
ENSMUSG00000093989,5,10,7,7,9,6
ENSMUSG00000000320,13,2,9,1,5,3
ENSMUSG00000018907,0,0,0,0,0,0
ENSMUSG00000018924,0,2,0,0,0,0
ENSMUSG00000082145,3,2,1,1,0,4
ENSMUSG00000018921,1320,1961,1140,1814,1339,1930
ENSMUSG00000082370,0,0,0,0,0,0
ENSMUSG00000080814,0,1,1,3,4,1
ENSMUSG00000060216,3358,3746,2947,3505,3181,3813
ENSMUSG00000099109,0,0,0,0,0,0
ENSMUSG00000018923,375,355,320,358,358,374
ENSMUSG00000018920,180,88,186,101,155,122
ENSMUSG00000040829,36,23,15,21,14,22
ENSMUSG00000018919,3,5,3,2,7,3
ENSMUSG00000020830,0,0,1,0,0,0
ENSMUSG00000081690,0,0,0,0,0,0
ENSMUSG00000046811,0,2,0,0,1,0
ENSMUSG00000018286,1391,1828,1401,1680,1442,1801
ENSMUSG00000109833,0,0,0,0,0,0
ENSMUSG00000072768,0,1,0,0,0,0
ENSMUSG00000020828,274,83,326,91,329,96
ENSMUSG00000020827,2586,2187,2723,2146,2617,2313
ENSMUSG00000086976,3,2,3,1,3,3
ENSMUSG00000014609,4,3,8,4,9,6
ENSMUSG00000087279,2,0,0,0,1,0
ENSMUSG00000085952,7,0,2,0,0,0
ENSMUSG00000050675,33,22,19,15,35,19
ENSMUSG00000014606,1598,1417,1547,1510,1540,1569
ENSMUSG00000040746,384,316,373,273,390,285
ENSMUSG00000018293,17004,23147,15855,21354,17158,23461
ENSMUSG00000087523,28,35,13,40,30,39
ENSMUSG00000060600,494,295,475,295,549,321
ENSMUSG00000018287,368,480,351,452,388,455
ENSMUSG00000040712,1331,1098,1284,1004,1258,1046
ENSMUSG00000057054,26,9,33,6,36,15
ENSMUSG00000020821,2559,2081,2524,1895,2711,2168
ENSMUSG00000105932,0,0,0,0,0,0
ENSMUSG00000085502,0,0,0,0,0,3
ENSMUSG00000082983,0,0,0,0,0,0
ENSMUSG00000043602,75,51,60,54,90,58
ENSMUSG00000057135,845,283,753,248,828,268
ENSMUSG00000020817,1699,1692,1606,1740,1674,1905
ENSMUSG00000093858,6,4,11,3,9,1
ENSMUSG00000081968,1,0,0,0,2,1
ENSMUSG00000084139,2,6,3,2,7,3
ENSMUSG00000040667,1372,1945,1279,2025,1475,2135
ENSMUSG00000018449,152,128,169,128,160,135
ENSMUSG00000018446,3276,4155,2996,4520,2972,5283
ENSMUSG00000040620,1455,1831,1216,1875,1334,1985
ENSMUSG00000065246,0,1,0,1,1,0
ENSMUSG00000018442,869,957,763,907,888,931
ENSMUSG00000040599,715,812,648,816,736,834
ENSMUSG00000018451,2,3,2,2,0,5
ENSMUSG00000083171,0,0,0,0,1,0
ENSMUSG00000082098,0,0,0,0,0,0
ENSMUSG00000069830,9,13,12,2,12,14
ENSMUSG00000070390,406,396,373,345,425,298
ENSMUSG00000119133,0,0,0,0,0,0
ENSMUSG00000092528,3,1,0,1,0,3
ENSMUSG00000119355,0,0,0,0,0,0
ENSMUSG00000085230,0,0,0,0,0,0
ENSMUSG00000072753,0,0,0,0,0,0
ENSMUSG00000111450,0,0,0,0,0,0
ENSMUSG00000087116,0,1,0,0,0,0
ENSMUSG00000111373,0,0,0,0,0,0
ENSMUSG00000085659,0,0,0,0,0,0
ENSMUSG00000085251,0,0,0,0,0,0
ENSMUSG00000020811,0,0,0,0,0,0
ENSMUSG00000077456,0,0,0,0,0,0
ENSMUSG00000085528,0,0,0,0,0,0
ENSMUSG00000080577,0,0,0,0,0,0
ENSMUSG00000040554,7,11,8,10,5,5
ENSMUSG00000020808,520,975,465,888,552,993
ENSMUSG00000040543,4,1,2,0,5,3
ENSMUSG00000020807,8,7,21,16,26,18
ENSMUSG00000107877,15,12,22,11,23,6
ENSMUSG00000020803,629,641,688,610,787,664
ENSMUSG00000020801,156,120,192,124,120,162
ENSMUSG00000053574,0,1,4,3,10,5
ENSMUSG00000020805,0,0,0,0,0,0
ENSMUSG00000086951,0,0,0,0,0,0
ENSMUSG00000040483,163,111,164,94,159,132
ENSMUSG00000070388,1,1,3,4,4,1
ENSMUSG00000020799,0,0,2,0,1,0
ENSMUSG00000098658,0,0,0,0,0,0
ENSMUSG00000045667,19,0,30,0,15,0
ENSMUSG00000040471,0,0,0,0,0,1
ENSMUSG00000040463,7723,12859,6627,12431,7245,13350
ENSMUSG00000040447,3,0,3,0,0,2
ENSMUSG00000020798,9,6,9,2,6,0
ENSMUSG00000081675,1,1,1,2,0,0
ENSMUSG00000020794,1185,660,1117,737,1067,836
ENSMUSG00000064567,2,0,3,0,2,1
ENSMUSG00000020790,3150,2938,3043,2952,3089,2982
ENSMUSG00000057778,106,92,119,83,106,75
ENSMUSG00000055670,1554,1177,1643,1100,1555,1137
ENSMUSG00000084329,536,593,522,572,539,618
ENSMUSG00000065298,0,0,1,0,0,0
ENSMUSG00000020788,3191,1068,3386,1022,3398,1127
ENSMUSG00000020787,3,0,2,0,9,0
ENSMUSG00000086943,0,0,0,0,0,0
ENSMUSG00000020785,12,2,16,1,16,1
ENSMUSG00000020783,780,708,718,668,793,774
ENSMUSG00000005947,20,27,22,21,10,25
ENSMUSG00000050107,351,492,301,462,324,492
ENSMUSG00000005950,9,6,16,6,5,11
ENSMUSG00000047260,792,1061,731,1098,810,1292
ENSMUSG00000040158,56,60,48,50,53,41
ENSMUSG00000005949,288,264,289,234,324,262
ENSMUSG00000005951,73,20,82,33,54,39
ENSMUSG00000082405,0,0,0,0,0,0
ENSMUSG00000005952,0,0,3,0,2,0
ENSMUSG00000043029,0,0,3,0,1,0
ENSMUSG00000020774,3,0,0,0,0,1
ENSMUSG00000069825,0,0,0,0,0,0
ENSMUSG00000112920,0,0,0,0,0,0
ENSMUSG00000062128,0,0,0,0,0,0
ENSMUSG00000063881,0,0,0,0,0,0
ENSMUSG00000069824,0,0,0,0,0,0
ENSMUSG00000108577,0,0,0,0,0,0
ENSMUSG00000069823,0,0,0,0,0,0
ENSMUSG00000086278,0,0,0,0,0,0
ENSMUSG00000108673,0,0,0,0,0,0
ENSMUSG00000055971,0,0,0,0,0,0
ENSMUSG00000084387,0,0,0,0,0,0
ENSMUSG00000072709,0,0,0,0,0,0
ENSMUSG00000108742,0,0,0,0,0,0
ENSMUSG00000072708,0,0,0,0,0,0
ENSMUSG00000095312,0,0,0,0,0,0
ENSMUSG00000081961,0,0,0,0,0,0
ENSMUSG00000095095,0,0,0,0,0,0
ENSMUSG00000060335,0,0,0,0,0,0
ENSMUSG00000082338,0,0,0,0,0,0
ENSMUSG00000061246,0,0,0,0,0,0
ENSMUSG00000060630,0,0,0,0,0,0
ENSMUSG00000108598,0,0,0,0,0,0
ENSMUSG00000080781,0,0,0,0,0,0
ENSMUSG00000088811,0,0,0,0,0,0
ENSMUSG00000081552,3,3,1,0,1,2
ENSMUSG00000070383,0,0,0,0,0,0
ENSMUSG00000069818,0,0,0,0,0,0
ENSMUSG00000070382,0,0,0,0,0,0
ENSMUSG00000061984,0,0,0,0,0,0
ENSMUSG00000081698,0,0,0,0,0,0
ENSMUSG00000094488,0,0,0,0,0,0
ENSMUSG00000108735,0,0,0,0,0,0
ENSMUSG00000056921,0,0,0,0,0,0
ENSMUSG00000108707,0,0,0,0,0,0
ENSMUSG00000062186,0,0,0,0,0,0
ENSMUSG00000108605,0,0,0,0,0,0
ENSMUSG00000069816,0,0,0,0,0,0
ENSMUSG00000079875,0,0,0,0,0,3
ENSMUSG00000057050,0,0,0,0,0,0
ENSMUSG00000049041,0,0,0,0,0,1
ENSMUSG00000047444,0,0,0,0,0,0
ENSMUSG00000043692,0,0,0,0,0,0
ENSMUSG00000069476,0,0,0,0,0,0
ENSMUSG00000081932,0,0,0,0,0,0
ENSMUSG00000081162,0,0,0,0,0,0
ENSMUSG00000070380,0,0,0,0,0,0
ENSMUSG00000070379,0,0,0,0,0,0
ENSMUSG00000070378,0,0,0,0,0,0
ENSMUSG00000070377,0,0,0,0,0,0
ENSMUSG00000083188,0,0,0,0,0,0
ENSMUSG00000081864,0,0,0,0,0,0
ENSMUSG00000070375,0,0,0,0,0,0
ENSMUSG00000081498,0,0,0,0,0,0
ENSMUSG00000070374,0,0,0,0,0,0
ENSMUSG00000082378,0,0,0,0,0,0
ENSMUSG00000083886,0,0,0,0,0,0
ENSMUSG00000119837,0,0,0,0,0,0
ENSMUSG00000083299,0,0,0,0,0,0
ENSMUSG00000063116,0,0,0,0,0,0
ENSMUSG00000054406,0,0,0,0,0,0
ENSMUSG00000058275,0,0,0,0,0,0
ENSMUSG00000038807,7,2,10,3,17,1
ENSMUSG00000069814,1,0,7,0,0,0
ENSMUSG00000020741,2774,4601,2324,4361,2567,4524
ENSMUSG00000020745,2418,2375,2343,2528,2329,2877
ENSMUSG00000088889,0,0,0,0,0,0
ENSMUSG00000081252,0,0,0,0,0,0
ENSMUSG00000010554,1037,1580,880,1760,967,1857
ENSMUSG00000118929,1,0,2,0,2,2
ENSMUSG00000000282,1007,937,1024,834,1067,1007
ENSMUSG00000038351,501,290,494,242,550,269
ENSMUSG00000098317,0,0,0,0,0,0
ENSMUSG00000038335,1209,1878,971,1792,1173,1833
ENSMUSG00000077493,9,16,15,10,2,12
ENSMUSG00000077637,7,6,1,4,6,4
ENSMUSG00000001323,154,107,171,116,167,126
ENSMUSG00000038290,981,761,1114,664,1048,753
ENSMUSG00000088719,0,1,0,0,0,0
ENSMUSG00000101295,0,5,1,0,2,3
ENSMUSG00000085765,0,0,4,1,1,0
ENSMUSG00000118844,0,0,0,0,1,0
ENSMUSG00000085738,5,5,8,9,6,3
ENSMUSG00000082481,1,1,2,2,1,4
ENSMUSG00000043099,4,3,2,7,5,4
ENSMUSG00000085609,2,3,15,2,6,0
ENSMUSG00000065590,1,1,1,0,1,1
ENSMUSG00000065537,2,0,2,0,1,0
ENSMUSG00000038268,74,74,75,128,63,108
ENSMUSG00000078789,491,570,397,552,423,573
ENSMUSG00000045287,0,0,1,0,0,0
ENSMUSG00000000751,3011,3651,2701,3619,2914,3934
ENSMUSG00000018809,222,195,236,237,228,249
ENSMUSG00000000753,21,23,49,20,46,15
ENSMUSG00000085359,0,0,0,0,0,0
ENSMUSG00000084224,0,0,0,0,0,0
ENSMUSG00000038224,2,1,8,5,3,6
ENSMUSG00000045374,1398,1072,1384,931,1325,1075
ENSMUSG00000085148,319,131,426,128,366,155
ENSMUSG00000038217,31,50,33,33,36,29
ENSMUSG00000065529,0,0,0,0,0,0
ENSMUSG00000020850,10531,12970,9761,12339,10181,13330
ENSMUSG00000038195,2,5,10,9,14,10
ENSMUSG00000038188,10,6,21,3,7,7
ENSMUSG00000109715,60,58,68,45,59,51
ENSMUSG00000038178,2407,801,2525,668,2462,774
ENSMUSG00000093100,1,0,2,1,1,0
ENSMUSG00000017781,3033,3249,2864,3111,2995,3399
ENSMUSG00000085088,10,16,29,10,19,7
ENSMUSG00000081485,1413,1793,1495,1756,1434,1710
ENSMUSG00000006127,317,207,343,239,346,225
ENSMUSG00000017774,4215,2600,4053,2471,3968,2882
ENSMUSG00000017776,1878,1605,1644,1569,1817,1884
ENSMUSG00000020849,8358,9653,7728,9776,7904,10411
ENSMUSG00000020848,0,1,2,2,0,0
ENSMUSG00000087059,0,0,0,0,0,0
ENSMUSG00000020847,12,1,7,4,9,4
ENSMUSG00000087322,0,0,0,0,0,0
ENSMUSG00000053783,0,0,0,0,0,0
ENSMUSG00000020846,43,26,27,16,31,22
ENSMUSG00000017288,981,916,1001,837,1053,936
ENSMUSG00000017286,569,420,479,421,502,493
ENSMUSG00000080701,1,2,2,1,0,0
ENSMUSG00000069808,452,189,431,154,417,208
ENSMUSG00000049396,2,12,6,5,7,12
ENSMUSG00000038057,3,0,5,3,2,0
ENSMUSG00000038046,127,196,87,185,125,238
ENSMUSG00000020844,475,182,465,232,473,243
ENSMUSG00000020843,430,498,424,483,425,563
ENSMUSG00000017631,7281,6067,7477,5868,7066,6310
ENSMUSG00000080763,9,5,4,6,7,2
ENSMUSG00000024205,1072,1241,1256,1093,1240,1246
ENSMUSG00000044243,2,0,0,2,4,0
ENSMUSG00000046275,0,0,0,0,0,0
ENSMUSG00000010392,926,825,921,891,955,997
ENSMUSG00000020841,10401,5840,11469,6049,10271,6690
ENSMUSG00000020839,132,1,175,0,133,1
ENSMUSG00000020840,2165,2020,2117,2105,2177,2369
ENSMUSG00000020838,541,218,574,209,551,204
ENSMUSG00000087398,3,0,0,0,1,0
ENSMUSG00000037958,464,450,586,479,541,463
ENSMUSG00000077639,2,4,1,3,7,3
ENSMUSG00000065518,0,0,0,0,0,0
ENSMUSG00000050944,29,71,29,47,52,46
ENSMUSG00000082550,3,2,0,4,4,2
ENSMUSG00000102038,172,112,202,112,182,150
ENSMUSG00000109010,1,2,0,0,1,1
ENSMUSG00000037926,2031,1351,1848,1373,1847,1455
ENSMUSG00000077649,3,0,0,0,1,0
ENSMUSG00000083899,14417,12277,14049,13241,13805,14290
ENSMUSG00000020836,163,15,170,10,165,22
ENSMUSG00000119110,5,0,9,0,5,0
ENSMUSG00000037907,1040,1207,987,1132,1087,1306
ENSMUSG00000011877,2388,2804,2400,2492,2511,2637
ENSMUSG00000044328,186,130,218,127,170,139
ENSMUSG00000000686,67,38,48,44,47,35
ENSMUSG00000072673,0,3,2,0,3,1
ENSMUSG00000017291,2216,1697,2031,1783,2036,1946
ENSMUSG00000081451,59,49,37,48,46,68
ENSMUSG00000082646,2,0,3,0,0,3
ENSMUSG00000081543,0,0,0,0,0,0
ENSMUSG00000118748,0,0,0,0,0,0
ENSMUSG00000037857,2278,2144,1984,2225,2084,2603
ENSMUSG00000000724,2,0,2,4,1,5
ENSMUSG00000081924,0,0,0,0,0,0
ENSMUSG00000000631,1816,1428,1822,1339,1904,1445
ENSMUSG00000069804,8,5,7,9,13,8
ENSMUSG00000017453,0,0,0,0,0,0
ENSMUSG00000055045,0,0,0,0,0,0
ENSMUSG00000000632,0,5,18,15,11,11
ENSMUSG00000037791,1284,1574,1313,1448,1412,1628
ENSMUSG00000087050,5,11,2,11,4,16
ENSMUSG00000020834,317,431,255,401,299,482
ENSMUSG00000061981,1025,475,1031,452,1048,522
ENSMUSG00000065401,0,0,2,0,0,0
ENSMUSG00000118889,0,0,0,0,0,0
ENSMUSG00000118991,0,0,0,0,0,0
ENSMUSG00000020832,452,421,416,454,376,456
ENSMUSG00000037750,788,707,738,681,697,711
ENSMUSG00000060727,131,181,87,184,93,144
ENSMUSG00000017386,1013,832,990,770,1024,723
ENSMUSG00000017405,140,139,153,149,157,125
ENSMUSG00000019437,84,170,80,134,104,149
ENSMUSG00000099101,0,0,0,0,0,0
ENSMUSG00000058546,58,63,68,83,59,85
ENSMUSG00000064540,0,0,0,0,0,0
ENSMUSG00000077625,0,0,0,0,0,0
ENSMUSG00000065676,3,4,0,3,1,4
ENSMUSG00000002059,810,470,715,434,750,448
ENSMUSG00000044122,23,12,8,8,15,5
ENSMUSG00000002052,3817,4413,3639,4182,3735,4247
ENSMUSG00000002064,460,415,429,400,475,409
ENSMUSG00000010277,9283,10064,8751,9906,9076,10547
ENSMUSG00000086586,4,1,8,3,12,8
ENSMUSG00000037593,17,15,24,20,19,24
ENSMUSG00000087295,0,0,0,0,0,0
ENSMUSG00000002055,1167,1533,919,1609,1157,1635
ENSMUSG00000017390,1396,295,1678,275,1387,350
ENSMUSG00000041958,1476,1397,1403,1271,1493,1355
ENSMUSG00000002058,1208,895,1177,915,1248,999
ENSMUSG00000002057,1,0,1,0,0,0
ENSMUSG00000085747,0,0,0,0,0,0
ENSMUSG00000001095,4,2,9,6,11,3
ENSMUSG00000086380,0,0,0,0,0,0
ENSMUSG00000020829,81,64,106,59,83,56
ENSMUSG00000050132,11,15,7,15,17,19
ENSMUSG00000017344,0,0,0,0,0,0
ENSMUSG00000001103,0,0,0,0,0,0
ENSMUSG00000051232,720,825,765,844,758,975
ENSMUSG00000001100,948,1276,899,1216,973,1391
ENSMUSG00000017615,1632,1604,1556,1495,1614,1656
ENSMUSG00000001105,363,411,340,423,394,420
ENSMUSG00000037278,614,1054,487,1032,573,1065
ENSMUSG00000083176,0,0,0,2,0,0
ENSMUSG00000089184,0,0,0,0,0,0
ENSMUSG00000017376,746,620,682,583,711,703
ENSMUSG00000080180,1,0,2,1,3,2
ENSMUSG00000082110,44,70,81,46,58,50
ENSMUSG00000085115,0,0,0,0,1,0
ENSMUSG00000049489,290,375,318,323,333,351
ENSMUSG00000088748,0,0,0,0,0,1
ENSMUSG00000072640,391,405,421,404,420,405
ENSMUSG00000020826,20405,2843,29245,2765,21308,2893
ENSMUSG00000001123,1220,501,1335,423,1222,536
ENSMUSG00000018334,896,167,967,134,850,160
ENSMUSG00000085941,5,0,8,1,7,0
ENSMUSG00000081000,1,1,5,3,2,1
ENSMUSG00000017677,2767,2408,2512,2389,2729,2688
ENSMUSG00000108822,6,0,2,3,2,1
ENSMUSG00000055072,2,2,0,2,3,0
ENSMUSG00000020716,1183,692,1269,725,1143,791
ENSMUSG00000082304,1,1,0,2,2,0
ENSMUSG00000082529,0,2,1,1,2,0
ENSMUSG00000091523,2,1,2,2,3,3
ENSMUSG00000049612,14,5,12,15,8,4
ENSMUSG00000070354,22,26,12,29,21,26
ENSMUSG00000093938,0,0,0,0,0,0
ENSMUSG00000078771,546,569,513,557,573,619
ENSMUSG00000017639,61,14,78,21,91,23
ENSMUSG00000064486,0,0,0,0,0,0
ENSMUSG00000087434,40,16,33,28,42,26
ENSMUSG00000088879,0,0,0,0,0,0
ENSMUSG00000077574,0,0,0,0,0,0
ENSMUSG00000086569,0,0,0,0,0,0
ENSMUSG00000084969,1,0,0,0,0,0
ENSMUSG00000065395,0,0,1,0,0,1
ENSMUSG00000065489,7,0,4,3,5,2
ENSMUSG00000086474,2,0,7,0,0,0
ENSMUSG00000065283,0,0,0,0,0,0
ENSMUSG00000083395,0,0,0,0,0,1
ENSMUSG00000082252,3,0,0,1,1,1
ENSMUSG00000035575,1558,2176,1530,2116,1564,2294
ENSMUSG00000017548,2993,2763,2765,3108,2894,3365
ENSMUSG00000017561,1399,1366,1355,1473,1327,1532
ENSMUSG00000017550,797,776,659,871,767,923
ENSMUSG00000046909,147,150,155,158,159,197
ENSMUSG00000020709,26,4,41,7,26,15
ENSMUSG00000086507,2,0,4,0,5,0
ENSMUSG00000020707,143,139,140,151,156,121
ENSMUSG00000017686,1054,958,1079,1124,1002,1194
ENSMUSG00000017692,12,3,8,4,7,5
ENSMUSG00000057181,525,414,474,412,460,458
ENSMUSG00000017421,2510,2931,2177,3172,2344,3398
ENSMUSG00000017428,1904,1984,1850,2309,1838,2261
ENSMUSG00000048895,52,63,50,62,57,58
ENSMUSG00000035441,3519,2428,3611,2526,3370,2670
ENSMUSG00000085078,13,3,16,3,20,5
ENSMUSG00000035413,1006,376,1034,406,941,400
ENSMUSG00000081663,1,0,1,1,0,0
ENSMUSG00000086703,0,0,0,0,0,0
ENSMUSG00000053184,0,0,0,0,0,0
ENSMUSG00000020704,0,0,0,0,0,0
ENSMUSG00000082027,0,0,0,0,0,0
ENSMUSG00000085130,0,0,0,0,0,0
ENSMUSG00000086971,0,0,0,0,0,0
ENSMUSG00000080980,0,0,0,0,0,0
ENSMUSG00000087534,0,0,0,0,0,0
ENSMUSG00000020703,0,0,0,0,0,0
ENSMUSG00000109297,0,0,0,0,0,0
ENSMUSG00000084996,1,0,2,0,0,0
ENSMUSG00000092157,0,0,0,0,0,0
ENSMUSG00000035385,1469,222,1723,254,1417,263
ENSMUSG00000035373,495,33,627,46,426,58
ENSMUSG00000020676,0,0,0,0,0,0
ENSMUSG00000035352,16,3,4,4,3,1
ENSMUSG00000009185,0,0,0,0,0,0
ENSMUSG00000020702,0,0,0,0,0,0
ENSMUSG00000113710,0,0,0,0,0,0
ENSMUSG00000020701,0,0,0,0,0,0
ENSMUSG00000119381,0,0,0,0,0,0
ENSMUSG00000069796,0,0,0,0,0,0
ENSMUSG00000020698,0,2,4,0,2,1
ENSMUSG00000083203,0,0,0,0,0,0
ENSMUSG00000083371,0,0,0,0,0,0
ENSMUSG00000081828,0,0,0,0,0,1
ENSMUSG00000046010,239,335,256,333,272,362
ENSMUSG00000085175,7,17,17,14,12,19
ENSMUSG00000020697,1070,1313,1030,1328,1047,1417
ENSMUSG00000020696,515,196,527,165,544,211
ENSMUSG00000018841,416,385,449,338,474,410
ENSMUSG00000018844,3,19,3,19,3,14
ENSMUSG00000020692,877,1436,800,1328,859,1481
ENSMUSG00000018845,1,2,1,4,5,2
ENSMUSG00000086058,0,0,0,0,0,0
ENSMUSG00000086327,0,0,0,0,1,0
ENSMUSG00000054404,499,269,530,234,498,308
ENSMUSG00000082726,0,1,0,0,0,2
ENSMUSG00000111857,1,0,1,0,1,0
ENSMUSG00000069793,508,449,446,515,490,540
ENSMUSG00000119469,4,3,1,3,0,2
ENSMUSG00000035208,104,168,96,155,94,171
ENSMUSG00000082419,140,110,138,97,170,123
ENSMUSG00000072621,665,291,713,274,652,290
ENSMUSG00000110908,0,0,0,0,0,0
ENSMUSG00000072620,2124,882,2199,955,2142,953
ENSMUSG00000111713,3,5,7,3,11,4
ENSMUSG00000111016,0,0,0,0,0,0
ENSMUSG00000078763,7,1,41,0,16,0
ENSMUSG00000111344,0,0,0,0,0,0
ENSMUSG00000111168,0,0,0,0,0,0
ENSMUSG00000111480,0,0,0,0,0,0
ENSMUSG00000110941,0,0,0,0,0,0
ENSMUSG00000111152,0,0,0,0,0,0
ENSMUSG00000000204,7530,3258,7886,3316,7843,3519
ENSMUSG00000018986,323,309,307,290,398,391
ENSMUSG00000087107,669,999,629,1016,706,1225
ENSMUSG00000083161,857,904,854,934,780,1030
ENSMUSG00000119838,0,1,0,0,0,0
ENSMUSG00000082101,0,0,4,0,0,0
ENSMUSG00000093483,13,19,8,14,19,13
ENSMUSG00000065715,4,3,1,4,1,3
ENSMUSG00000018733,166,275,156,229,163,294
ENSMUSG00000035152,3664,2836,3641,2789,3643,3070
ENSMUSG00000077217,0,1,0,0,1,0
